cargo,org_politica,persona_juridica,fin_departamento,fin_municipio,campana,tipo,cont_n_contratista,cont_tot_contratista,aportes_n,aportes_tot,aportes_cand_n
NA,NA,Persona Natural,BOGOTA D.C.,BOGOTA D.C.,Regionales 2015,Financiador,4,5697e4,1,4e6,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,ANTIOQUIA,ARGELIA,Regionales 2015,Candidato|Financiador,4,2564e4,1,6e4,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,CALDAS,MANIZALES,Regionales 2015,Candidato|Financiador,2,17659494,1,3e5,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,CUNDINAMARCA,EL COLEGIO,Regionales 2015,Candidato|Financiador,3,1e8,1,753516,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,GUAVIARE,SAN JOSE DEL GUAVIARE,Regionales 2015,Candidato|Financiador,3,198e5,1,265e3,1
NA,NA,Persona Natural,TOLIMA,MELGAR,Regionales 2015,Financiador,2,287e4,1,15e5,1
Asamblea,PARTIDO CAMBIO RADICAL,Persona Natural,CESAR,PELAYA,Regionales 2015,Candidato|Financiador,2,46320070,1,22e5,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,CUNDINAMARCA,ZIPACON,Regionales 2015,Candidato|Financiador,3,382e5,1,5e4,1
Concejo,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,CUNDINAMARCA,GAMA,Regionales 2015,Candidato|Financiador,3,1736e4,3,85e4,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,CALDAS,CHINCHINA,Regionales 2015,Candidato|Financiador,2,6682e3,1,1e5,1
NA,NA,Persona Natural,CALDAS,MANIZALES,Regionales 2015,Financiador,2,18555280,1,95e5,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,TOLIMA,COYAIMA,Regionales 2015,Candidato|Financiador,28,314229076,1,2e5,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,CALDAS,MANIZALES,Regionales 2015,Candidato|Financiador,4,119e5,2,9e5,1
NA,NA,Persona Natural,CALDAS,MANIZALES,Regionales 2015,Financiador,2,654246855,1,2e6,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,ANTIOQUIA,YARUMAL,Regionales 2015,Candidato|Financiador,3,21767500,1,1e5,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,ANTIOQUIA,CAICEDO,Regionales 2015,Candidato|Financiador,3,243e5,1,5e4,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,ANTIOQUIA,CAICEDO,Regionales 2015,Candidato|Financiador,2,55e5,1,5e4,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,CUNDINAMARCA,QUETAME,Regionales 2015,Candidato|Financiador,2,22797980,1,5e4,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,BOGOTA D.C.,BOGOTA D.C.,Regionales 2015,Candidato|Financiador,6,82263100,1,4011263,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,BOYACA,PISBA,Regionales 2015,Candidato|Financiador,3,253e5,1,5e5,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,CALDAS,MANIZALES,Regionales 2015,Candidato|Financiador,3,339e5,1,5e5,1
Alcaldía,PARTIDO LIBERAL COLOMBIANO,Persona Natural,CALDAS,LA MERCED,Regionales 2015,Candidato|Financiador,3,53253e3,2,16840800,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,CUNDINAMARCA,SOACHA,Regionales 2015,Candidato|Financiador,2,13593234,1,5e5,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,CESAR,BOSCONIA,Regionales 2015,Candidato|Financiador,3,9641709,1,4e6,1
Concejo,LA ROSITA,Persona Natural,TOLIMA,IBAGUE,Regionales 2015,Candidato|Financiador,3,28328961,1,15956605,1
Concejo,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,RISARALDA,DOSQUEBRADAS,Regionales 2015,Candidato|Financiador,6,1883e5,4,11863412,1
Alcaldía,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,CALDAS,PALESTINA,Regionales 2015,Candidato|Financiador,3,33768e3,1,5e5,1
NA,NA,Persona Jurídica,RISARALDA,PEREIRA,Regionales 2015,Financiador,50,356572750,1,4e7,1
NA,NA,Persona Natural,CALDAS,MANIZALES,Regionales 2015,Financiador,6,6475695383,1,1e7,1
NA,NA,Persona Natural,TOLIMA,ESPINAL,Regionales 2015,Financiador,5,15e7,1,3e6,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,CALDAS,MANIZALES,Regionales 2015,Candidato|Financiador,6,62075e3,2,15e5,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,CALDAS,MANIZALES,Regionales 2015,Candidato|Financiador,2,23249e3,1,25e6,1
NA,NA,Persona Natural,ANTIOQUIA,CALDAS,Regionales 2015,Financiador,4,68078401,3,15e6,2
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,ANTIOQUIA,CALDAS,Regionales 2015,Candidato|Financiador,5,37612e3,1,55e4,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,ANTIOQUIA,SANTA BARBARA,Regionales 2015,Candidato|Financiador,3,11489425,1,67e4,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,ANTIOQUIA,CALDAS,Regionales 2015,Candidato|Financiador,3,93e6,1,5e5,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,ANTIOQUIA,CALDAS,Regionales 2015,Candidato|Financiador,4,55436366,1,26e4,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,ANTIOQUIA,CALDAS,Regionales 2015,Candidato|Financiador,3,25306e3,1,1e5,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,ANTIOQUIA,CALDAS,Regionales 2015,Candidato|Financiador,3,3051e4,1,115e4,1
Alcaldía,CENTRO DEMOCRATICO,Persona Natural,ANTIOQUIA,YARUMAL,Regionales 2015,Candidato|Financiador,5,1949e6,10,2123e4,1
Alcaldía,PARTIDO ALIANZA VERDE,Persona Natural,CUNDINAMARCA,GUTIERREZ,Regionales 2015,Candidato|Financiador,7,210364466,1,25e6,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,BOYACA,CHIQUINQUIRA,Regionales 2015,Candidato|Financiador,3,34229599,2,1822e3,1
NA,NA,Persona Natural,BOGOTA D.C.,BOGOTA D.C.,Regionales 2015,Financiador,3,64e6,1,34e5,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,CALDAS,MANIZALES,Regionales 2015,Candidato|Financiador,3,42279606,2,12e5,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,CUNDINAMARCA,SOACHA,Regionales 2015|Congreso 2018,Candidato|Financiador,4,132224114,2,16732e3,2
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,CUNDINAMARCA,UNE,Regionales 2015,Candidato|Financiador,3,24e6,1,38e4,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,CUNDINAMARCA,VIANI,Regionales 2015,Candidato|Financiador,6,2328e4,1,3e5,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,CUNDINAMARCA,CAPARRAPI,Regionales 2015,Candidato|Financiador,4,2865e4,1,2e5,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,CUNDINAMARCA,APULO,Regionales 2015,Candidato|Financiador,7,21778844,1,8e5,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,CUNDINAMARCA,GAMA,Regionales 2015,Candidato|Financiador,2,4945e4,1,5e5,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,CUNDINAMARCA,PASCA,Regionales 2015,Candidato|Financiador,2,692e5,1,299400,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,CALDAS,CHINCHINA,Regionales 2015,Candidato|Financiador,3,56e5,1,4e5,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,CALDAS,MANIZALES,Regionales 2015,Candidato|Financiador,2,32e5,2,12e5,1
NA,NA,Persona Natural,CALDAS,LA DORADA,Regionales 2015,Financiador,4,162069999,1,1e7,1
Asamblea,PARTIDO CAMBIO RADICAL,Persona Natural,RISARALDA,PEREIRA,Regionales 2015,Candidato|Financiador,2,284e5,1,7049e3,1
NA,NA,Persona Natural,CALDAS,MANIZALES,Regionales 2015,Financiador,3,5633688,1,2e5,1
NA,NA,Persona Natural,CALDAS,MANIZALES,Congreso 2018,Financiador,2,5e7,2,11e6,2
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,CALDAS,MANIZALES,Regionales 2015,Candidato|Financiador,13,214085e3,1,33e5,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,ANTIOQUIA,ANDES,Regionales 2015,Candidato|Financiador,3,18677e3,1,1e5,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,ANTIOQUIA,ANDES,Regionales 2015,Candidato|Financiador,2,3405e4,1,1e5,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,CALDAS,MANIZALES,Regionales 2015,Candidato|Financiador,9,25028400,1,76e4,1
NA,NA,Persona Natural,ANTIOQUIA,TURBO,Regionales 2015,Financiador,15,777096653,1,95e5,1
Concejo,DE CORAZON POR APARTADO,Persona Natural,ANTIOQUIA,APARTADO,Regionales 2015,Candidato|Financiador,2,4195e4,1,5e5,1
NA,NA,Persona Natural,CALDAS,MANIZALES,Congreso 2018,Financiador,3,118e5,3,34805123,2
NA,NA,Persona Natural,CALDAS,MANIZALES,Regionales 2015,Financiador,3,84016663,1,1e7,1
NA,NA,Persona Natural,CALDAS,MANIZALES,Regionales 2015,Financiador,6,140427100,1,1045e4,1
NA,NA,Persona Natural,NARIÑO,SAN LORENZO,Regionales 2015,Financiador,28,621521875,1,5e6,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,CAUCA,CAJIBIO,Regionales 2015,Candidato|Financiador,3,336e5,1,7e5,1
NA,NA,Persona Natural,CAUCA,POPAYAN,Regionales 2015,Financiador,2,26654594,1,6e5,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,CAUCA,POPAYAN,Regionales 2015,Candidato|Financiador,6,81088824,1,144e4,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,CAUCA,POPAYAN,Regionales 2015,Candidato|Financiador,3,74825947,1,2142950,1
NA,NA,Persona Natural,NARIÑO,SAN LORENZO,Regionales 2015,Financiador,2,85633296,1,5e6,1
Asamblea,PARTIDO CAMBIO RADICAL,Persona Natural,VALLE,CALI,Regionales 2015,Candidato|Financiador,2,4105e4,3,4249007,1
Alcaldía,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,NARIÑO,SAN LORENZO,Regionales 2015,Candidato|Financiador,6,107485291,1,7e6,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,CAUCA,ROSAS,Regionales 2015,Candidato|Financiador,4,14644e3,1,46e4,1
Concejo,PARTIDO POLO DEMOCRATICO ALTERNATIVO,Persona Natural,CAUCA,ARGELIA,Regionales 2015,Candidato|Financiador,7,1482e4,1,2e5,1
NA,NA,Persona Natural,NARIÑO,SAN PABLO,Regionales 2015,Financiador,5,408e5,1,28e5,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,BOGOTA D.C.,BOGOTA D.C.,Regionales 2015,Candidato|Financiador,7,219805467,1,23627089,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,CUNDINAMARCA,BITUIMA,Regionales 2015,Candidato|Financiador,2,13506600,1,1e5,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,QUINDIO,ARMENIA,Regionales 2015,Candidato|Financiador,4,27838667,1,353600,1
Concejo,LERIDA CENTRO DE DESARROLLO REGIONAL - FIRMES POR LERIDA,Persona Natural,TOLIMA,LERIDA,Regionales 2015,Candidato|Financiador,3,16495e3,1,567e3,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,PUTUMAYO,ORITO,Regionales 2015,Candidato|Financiador,4,43832178,1,107e4,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,NARIÑO,SAN PEDRO DE CARTAGO,Regionales 2015,Candidato|Financiador,7,19801200,1,32e4,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,CUNDINAMARCA,CHOCONTA,Regionales 2015,Candidato|Financiador,4,1112e4,1,5e5,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,TOLIMA,MELGAR,Regionales 2015,Candidato|Financiador,8,446e5,1,4e5,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,CUNDINAMARCA,TIBIRITA,Regionales 2015,Candidato|Financiador,5,21135e3,1,13e4,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,CUNDINAMARCA,UTICA,Regionales 2015,Candidato|Financiador,4,11655e4,1,5e5,1
NA,NA,Persona Natural,BOGOTA D.C.,BOGOTA D.C.,Regionales 2015,Financiador,3,538e5,1,8479e3,1
NA,NA,Persona Natural,CAUCA,POPAYAN,Regionales 2015,Financiador,4,70430520,1,4e5,1
Asamblea,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,VALLE,CALI,Regionales 2015,Candidato|Financiador,4,3727211402,4,4403e3,1
NA,NA,Persona Natural,CAUCA,POPAYAN,Regionales 2015,Financiador,2,195e5,1,75e4,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,BOYACA,ALMEIDA,Regionales 2015,Candidato|Financiador,2,7e6,1,1e6,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,ANTIOQUIA,ALEJANDRIA,Regionales 2015,Candidato|Financiador,2,24940195,1,5e4,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,ANTIOQUIA,ALEJANDRIA,Regionales 2015,Candidato|Financiador,13,87434673,1,5e4,1
NA,NA,Persona Natural,TOLIMA,IBAGUE,Regionales 2015,Financiador,2,1452e4,4,82e5,1
NA,NA,Persona Natural,BOGOTA D.C.,BOGOTA D.C.,Congreso 2018,Financiador,5,95e6,2,5e6,2
Concejo,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,NORTE DE SANTANDER,OCAÑA,Regionales 2015,Candidato|Financiador,3,36292568,1,31e5,1
NA,NA,Persona Natural,CESAR,GONZALEZ,Regionales 2015,Financiador,3,333037493,1,15e6,1
Concejo,PARTIDO POLO DEMOCRATICO ALTERNATIVO,Persona Natural,BOGOTA D.C.,BOGOTA D.C.,Regionales 2015,Candidato|Financiador,4,137045874,6,4891764,1
NA,NA,Persona Natural,BOGOTA D.C.,BOGOTA D.C.,Regionales 2015,Financiador,9,11355e4,1,3e6,1
NA,NA,Persona Natural,HUILA,NEIVA,Regionales 2015,Financiador,2,192e5,1,1e7,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,CUNDINAMARCA,EL COLEGIO,Regionales 2015,Candidato|Financiador,3,15154e3,1,25e4,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,CHOCO,QUIBDO,Regionales 2015,Candidato|Financiador,3,32703339,1,18e5,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,NARIÑO,GUACHUCAL,Regionales 2015,Candidato|Financiador,2,22054544,1,5e4,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,META,EL CASTILLO,Regionales 2015,Candidato|Financiador,2,254e5,1,911800,1
Alcaldía,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,GUAVIARE,CALAMAR,Regionales 2015,Candidato|Financiador,6,4385e4,2,4540700,2
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,CUNDINAMARCA,AGUA DE DIOS,Regionales 2015,Candidato|Financiador,4,252e5,1,1e5,1
NA,NA,Persona Natural,BOGOTA D.C.,BOGOTA D.C.,Regionales 2015,Financiador,4,122923575,1,5e6,1
NA,NA,Persona Natural,GUAVIARE,SAN JOSE DEL GUAVIARE,Regionales 2015,Financiador,5,174411821,1,584e4,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,CUNDINAMARCA,FOMEQUE,Regionales 2015,Candidato|Financiador,4,106213732,1,371980,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,VALLE,CALI,Regionales 2015,Candidato|Financiador,2,24999480,1,335e4,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,CUNDINAMARCA,VILLAPINZON,Regionales 2015,Candidato|Financiador,3,5455e4,1,5e4,1
NA,NA,Persona Natural,BOGOTA D.C.,BOGOTA D.C.,Regionales 2015,Financiador,3,3406895e3,1,5e5,1
NA,NA,Persona Natural,CUNDINAMARCA,ZIPAQUIRA,Regionales 2015,Financiador,3,42712e3,1,12e5,1
Alcaldía,EDUCACION PARA TODOS,Persona Natural,SANTANDER,BARRANCABERMEJA,Regionales 2015,Candidato|Financiador,2,3498e4,1,144e5,1
Concejo,PARTIDO POLO DEMOCRATICO ALTERNATIVO,Persona Natural,META,GRANADA,Regionales 2015,Candidato|Financiador,4,83160900,1,65e4,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,CUNDINAMARCA,SOACHA,Regionales 2015,Candidato|Financiador,4,66032e3,1,2005e3,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,CUNDINAMARCA,TENA,Regionales 2015,Candidato|Financiador,2,6e6,1,5e5,1
Concejo,PARTIDO POLO DEMOCRATICO ALTERNATIVO,Persona Natural,BOGOTA D.C.,BOGOTA D.C.,Regionales 2015,Candidato|Financiador,7,347359900,3,14181601,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,NARIÑO,EL TAMBO,Regionales 2015,Candidato|Financiador,7,32287e3,1,1e5,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,ANTIOQUIA,AMAGA,Regionales 2015,Candidato|Financiador,5,53882e3,1,9e5,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,CAUCA,MIRANDA,Regionales 2015,Candidato|Financiador,7,5964e4,1,5e5,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,CAUCA,MIRANDA,Regionales 2015,Candidato|Financiador,5,29133e3,1,3e5,1
Concejo,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,ANTIOQUIA,ANORI,Regionales 2015,Candidato|Financiador,2,13965e3,1,5e4,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,ANTIOQUIA,SANTO DOMINGO,Regionales 2015,Candidato|Financiador,4,40304654,1,5e4,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,ANTIOQUIA,COPACABANA,Regionales 2015,Candidato|Financiador,2,29808e3,1,7e5,1
NA,NA,Persona Natural,ANTIOQUIA,COPACABANA,Regionales 2015,Financiador,6,50376057,1,1e6,1
Concejo,PARTIDO POLO DEMOCRATICO ALTERNATIVO,Persona Natural,ANTIOQUIA,COPACABANA,Regionales 2015,Candidato|Financiador,4,68368e3,1,15e5,1
NA,NA,Persona Natural,ANTIOQUIA,SAN PEDRO DE URABA,Regionales 2015,Financiador,4,12709e3,1,6e5,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,ANTIOQUIA,GUARNE,Regionales 2015,Candidato|Financiador,2,289e5,1,88900,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,ANTIOQUIA,BELLO,Regionales 2015,Candidato|Financiador,2,24333333,1,117e5,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,ANTIOQUIA,COPACABANA,Regionales 2015,Candidato|Financiador,4,18959749,1,1e7,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,ANTIOQUIA,COPACABANA,Regionales 2015,Candidato|Financiador,2,19872e3,1,16e5,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,ANTIOQUIA,GIRARDOTA,Regionales 2015,Candidato|Financiador,2,75064391,1,2904800,1
Concejo,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,ANTIOQUIA,COPACABANA,Regionales 2015,Candidato|Financiador,5,21130428,1,369e3,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,ANTIOQUIA,GIRARDOTA,Regionales 2015,Candidato|Financiador,6,41839925,1,1e6,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,ANTIOQUIA,GIRARDOTA,Regionales 2015,Candidato|Financiador,2,272e5,1,5e5,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,ANTIOQUIA,GIRARDOTA,Regionales 2015,Candidato|Financiador,2,108e5,1,3e5,1
Concejo,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,ANTIOQUIA,GUARNE,Regionales 2015,Candidato|Financiador,2,2465e4,1,97500,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,ANTIOQUIA,GUARNE,Regionales 2015,Candidato|Financiador,2,1515e4,1,304752,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,ANTIOQUIA,GUARNE,Regionales 2015,Candidato|Financiador,2,1284e4,1,25e5,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,ANTIOQUIA,CARMEN DE VIBORAL,Regionales 2015,Candidato|Financiador,2,38456850,1,71e3,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,ANTIOQUIA,ANDES,Regionales 2015,Candidato|Financiador,4,7464e3,1,25e4,1
NA,NA,Persona Natural,ANTIOQUIA,ITAGUI,Regionales 2015,Financiador,5,48652426,1,5e6,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,ANTIOQUIA,HELICONIA,Regionales 2015,Candidato|Financiador,6,51006e3,1,699900,1
NA,NA,Persona Natural,ANTIOQUIA,MEDELLIN,Regionales 2015,Financiador,8,104770355,1,17e5,1
Concejo,ITAGUI SOMOS TODOS,Persona Natural,ANTIOQUIA,ITAGUI,Regionales 2015,Candidato|Financiador,3,6539e4,1,4018762,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,ANTIOQUIA,HELICONIA,Regionales 2015,Candidato|Financiador,2,58e5,1,5e4,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,ANTIOQUIA,ITAGUI,Regionales 2015,Candidato|Financiador,2,13330956,1,25e4,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,ANTIOQUIA,EBEJICO,Regionales 2015,Candidato|Financiador,3,1e7,1,25e4,1
NA,NA,Persona Natural,CORDOBA,TIERRALTA,Regionales 2015,Financiador,6,51358750,1,38e5,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,ANTIOQUIA,RIONEGRO,Regionales 2015,Candidato|Financiador,6,161490629,1,3684e3,1
NA,NA,Persona Natural,ANTIOQUIA,RIONEGRO,Regionales 2015,Financiador,6,61723220,1,5e6,1
NA,NA,Persona Natural,ANTIOQUIA,MEDELLIN,Regionales 2015,Financiador,4,39251405,1,1e6,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,ANTIOQUIA,RIONEGRO,Regionales 2015,Candidato|Financiador,2,31495208,1,5e4,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,ANTIOQUIA,RIONEGRO,Regionales 2015,Candidato|Financiador,2,47242812,1,5e4,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,ANTIOQUIA,SAN RAFAEL,Regionales 2015,Candidato|Financiador,2,6189032,1,31e4,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,ANTIOQUIA,SAN RAFAEL,Regionales 2015,Candidato|Financiador,2,14e6,1,25e4,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,ANTIOQUIA,GUATAPE,Regionales 2015,Candidato|Financiador,2,22222734,1,5e5,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,ANTIOQUIA,ITUANGO,Regionales 2015,Candidato|Financiador,3,247e5,1,348e3,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,ANTIOQUIA,SAN ROQUE,Regionales 2015,Candidato|Financiador,2,19746800,1,65e4,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,ANTIOQUIA,SAN ANDRES,Regionales 2015,Candidato|Financiador,3,235e5,1,25e4,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,ANTIOQUIA,SAN ROQUE,Regionales 2015,Candidato|Financiador,2,28298886,1,65e4,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,ANTIOQUIA,CAROLINA,Regionales 2015,Candidato|Financiador,5,36224659,2,33e4,1
NA,NA,Persona Natural,ANTIOQUIA,MEDELLIN,Regionales 2015,Financiador,7,70679455,1,6e6,1
Concejo,ITAGUI SOMOS TODOS,Persona Natural,ANTIOQUIA,ITAGUI,Regionales 2015,Candidato|Financiador,2,23834334,2,18e6,1
Alcaldía,PARTIDO ALIANZA VERDE,Persona Natural,ANTIOQUIA,BURITICA,Regionales 2015,Candidato|Financiador,3,22122e4,2,5e5,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,ANTIOQUIA,SAN CARLOS,Regionales 2015,Candidato|Financiador,19,203134753,1,1e5,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,ANTIOQUIA,EL BAGRE,Regionales 2015,Candidato|Financiador,4,308e5,1,880350,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,ANTIOQUIA,ENVIGADO,Regionales 2015,Candidato|Financiador,2,34707580,1,1e6,1
Alcaldía,PARTIDO LIBERAL COLOMBIANO Y PARTIDO CONSERVADOR,Persona Natural,ANTIOQUIA,SOPETRAN,Regionales 2015,Candidato|Financiador,2,61276084,2,1551e4,1
NA,NA,Persona Natural,ANTIOQUIA,MEDELLIN,Regionales 2015,Financiador,3,22e6,1,9874127,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,ANTIOQUIA,RETIRO,Regionales 2015,Candidato|Financiador,7,45400900,1,5e6,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,ANTIOQUIA,COPACABANA,Regionales 2015,Candidato|Financiador,2,256e5,1,4152e3,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,ANTIOQUIA,ENVIGADO,Regionales 2015,Candidato|Financiador,4,43875016,1,9e5,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,ANTIOQUIA,ENVIGADO,Regionales 2015,Candidato|Financiador,3,228e5,1,9458776,1
